date;account;category;amount;currency;converted amount;currency;description
08/12/2017;БПС *6265;"Питание;Мясо";-13.53;BYN;-13.53;BYN;
08/12/2017;.Наличные;Питание;-14.3;BYN;-14.3;BYN;
08/12/2017;БПС *6265;Животные;-1.4;BYN;-1.4;BYN;
10/12/2017;БПС *6265;Питание;-6.98;BYN;-6.98;BYN;
11/12/2017;БПС *6265;Питание;-3.21;BYN;-3.21;BYN;
12/12/2017;.Наличные;Питание;-13.26;BYN;-13.26;BYN;
13/12/2017;ЯндексДеньги;Депозиты;18 347.2;RUB;589.495;BYN;
13/12/2017;.Наличные;"Питание;Рыба";-14.32;BYN;-14.32;BYN;
13/12/2017;.Наличные;Питание;-2.35;BYN;-2.35;BYN;
13/12/2017;БПС *6265;Коммунальные;-91.91;BYN;-91.91;BYN;
13/12/2017;БГПбVisa*9727;"Коммунальные;Связь";-24;BYN;-24;BYN;
13/12/2017;БПС *6265;Счета;-123.5;BYN;-123.5;BYN;
13/12/2017;БПС *6265;Зарплата;666.63;BYN;666.63;BYN;
13/12/2017;БПС *6265;Коммунальные;-105;BYN;-105;BYN;
13/12/2017;БПС *6265;Ребенок;-58;BYN;-58;BYN;
14/12/2017;БПС *6265;Питание;-2.99;BYN;-2.99;BYN;
14/12/2017;БПС *6265;Хоз расходы;-219;BYN;-219;BYN;
14/12/2017;БПС *6265;Хоз расходы;-560.31;BYN;-560.31;BYN;Кровать
14/12/2017;ЯндексДеньги;Питание;-588.42;RUB;-20.276;BYN;
14/12/2017;ЯндексДеньги;Хоз расходы;-2 432.39;RUB;-83.82;BYN;
14/12/2017;ЯндексДеньги;"Питание;Овощи Фрукты";-131.76;RUB;-4.54;BYN;
15/12/2017;.Наличные;"Питание;Овощи Фрукты";-16.25;BYN;-16.25;BYN;
16/12/2017;БГПбVisa*9727;Коммунальные;-49.7;BYN;-49.7;BYN;
18/12/2017;БГПбVisa*9727;Коммунальные;-2.16;BYN;-2.16;BYN;
18/12/2017;БПС *6265;To 'БГПбVisa*9727';-100;BYN;-100;BYN;
18/12/2017;БГПбVisa*9727;To 'БГПб *4579';-37;BYN;-37;BYN;
18/12/2017;БГПбVisa*9727;From 'БПС *6265';100;BYN;100;BYN;
18/12/2017;БГПб *4579;From 'БГПбVisa*9727';37;USD;37;BYN;
18/12/2017;ЯндексДеньги;"Питание;Овощи Фрукты";-39.03;RUB;-1.344;BYN;
18/12/2017;ЯндексДеньги;Питание;-89.39;RUB;-3.08;BYN;
18/12/2017;ЯндексДеньги;"Питание;Мясо";-173.11;RUB;-5.965;BYN;
18/12/2017;ЯндексДеньги;Питание;-178.77;RUB;-6.16;BYN;
19/12/2017;ЯндексДеньги;Питание;-150.17;RUB;-5.174;BYN;
19/12/2017;ЯндексДеньги;Питание;-81.64;RUB;-2.813;BYN;
19/12/2017;ЯндексДеньги;Питание;-729.99;RUB;-25.155;BYN;
20/12/2017;.Наличные;Приработок;10;BYN;10;BYN;
20/12/2017;.Наличные;Хоз расходы;-4.5;BYN;-4.5;BYN;
20/12/2017;БПС *6265;Зарплата;285;BYN;285;BYN;
21/12/2017;ЯндексДеньги;Питание;-95.86;RUB;-3.303;BYN;
21/12/2017;ЯндексДеньги;Здоровье;-112.19;RUB;-3.866;BYN;
21/12/2017;ЯндексДеньги;Питание;-250.63;RUB;-8.636;BYN;
21/12/2017;ЯндексДеньги;Хоз расходы;-1 468;RUB;-50.587;BYN;
21/12/2017;ЯндексДеньги;Подарки;-753.4;RUB;-25.962;BYN;
21/12/2017;ЯндексДеньги;Депозиты;23 076.33;RUB;795.21;BYN;
22/12/2017;.Наличные;"Питание;Мясо";-32.54;BYN;-32.54;BYN;
22/12/2017;ЯндексДеньги;Питание;-98.02;RUB;-3.377;BYN;
22/12/2017;.Наличные;Хоз расходы;-26;BYN;-26;BYN;
23/12/2017;.Наличные;"Питание;Мясо";-23;BYN;-23;BYN;
24/12/2017;ЯндексДеньги;"Питание;Мясо";-585.12;RUB;-20.163;BYN;
24/12/2017;ЯндексДеньги;Питание;-801.5;RUB;-27.619;BYN;
25/12/2017;ЯндексДеньги;Приработок;224.51;RUB;7.736;BYN;
26/12/2017;.Наличные;"Питание;Рыба";-12;BYN;-12;BYN;
26/12/2017;ЯндексДеньги;Питание;-504.88;RUB;-17.398;BYN;
26/12/2017;ЯндексДеньги;Питание;-85.08;RUB;-2.931;BYN;
26/12/2017;ЯндексДеньги;Ребенок;-148.45;RUB;-5.115;BYN;
26/12/2017;ЯндексДеньги;"Питание;Овощи Фрукты";-220.26;RUB;-7.59;BYN;
28/12/2017;БПС *6265;Зарплата;100;BYN;100;BYN;
28/12/2017;.Наличные;Транспорт;-48.98;BYN;-48.98;BYN;
28/12/2017;БГПб *4579;To 'нал$';-100;USD;-205;BYN;
28/12/2017;нал$;From 'БГПб *4579';100;USD;205;BYN;
28/12/2017;БПС *6265;To '.Наличные';-125;BYN;-125;BYN;
28/12/2017;.Наличные;From 'БПС *6265';125;BYN;125;BYN;
28/12/2017;ЯндексДеньги;Питание;-303.51;RUB;-10.458;BYN;
29/12/2017;ЯндексДеньги;Питание;-871.66;RUB;-30.037;BYN;
29/12/2017;.Наличные;Питание;-58;BYN;-58;BYN;
29/12/2017;ЯндексДеньги;"Питание;Мясо";-361.51;RUB;-12.457;BYN;
29/12/2017;ЯндексДеньги;Питание;-435.7;RUB;-15.014;BYN;
29/12/2017;ЯндексДеньги;"Питание;Рыба";-435.7;RUB;-15.014;BYN;
30/12/2017;ЯндексДеньги;Питание;-1 090.64;RUB;-37.583;BYN;
31/12/2017;ЯндексДеньги;Питание;-1 024.56;RUB;-35.306;BYN;
31/12/2017;БГПбVisa*9727;Питание;-153;BYN;-153;BYN;
01/01/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.5;BYN;-7.5;BYN;
03/01/2018;ЯндексДеньги;"Коммунальные;Связь";-50;RUB;-1.723;BYN;
03/01/2018;БПС *6265;Счета;-2.5;BYN;-2.5;BYN;
03/01/2018;ЯндексДеньги;Питание;-177.48;RUB;-6.115;BYN;
03/01/2018;ЯндексДеньги;"Питание;Овощи Фрукты";-64.46;RUB;-2.221;BYN;
04/01/2018;ЯндексДеньги;Питание;-122.07;RUB;-4.206;BYN;
04/01/2018;БПС *6265;Счета;-123.05;BYN;-123.05;BYN;
04/01/2018;.Наличные;Приработок;15;BYN;15;BYN;
04/01/2018;ЯндексДеньги;"Питание;Мясо";-122.07;RUB;-4.206;BYN;
04/01/2018;ЯндексДеньги;Питание;-376.05;RUB;-12.958;BYN;
04/01/2018;.Наличные;Питание;-3.25;BYN;-3.25;BYN;
05/01/2018;БГПбVisa*9727;To 'БГПб *4579';-28.7;BYN;-28.7;BYN;
05/01/2018;БГПб *4579;From 'БГПбVisa*9727';14.206;USD;28.7;BYN;
05/01/2018;БПС *6265;Зарплата;941.05;BYN;941.05;BYN;
05/01/2018;БПС *6265;To 'БГПбVisa*9727';-100;BYN;-100;BYN;
05/01/2018;БГПбVisa*9727;From 'БПС *6265';100;BYN;100;BYN;
05/01/2018;БГПбVisa*9727;To 'БГПб *4579';-43;BYN;-43;BYN;
05/01/2018;БГПб *4579;From 'БГПбVisa*9727';21.339;USD;43;BYN;
06/01/2018;БГПбVisa*9727;"Коммунальные;Связь";-7;BYN;-7;BYN;
06/01/2018;ЯндексДеньги;Питание;-766.22;RUB;-26.403;BYN;
06/01/2018;ЯндексДеньги;Хоз расходы;-37.43;RUB;-1.289;BYN;
06/01/2018;ЯндексДеньги;Ребенок;-913.72;RUB;-31.486;BYN;
06/01/2018;ЯндексДеньги;Ребенок;-303.3;RUB;-10.451;BYN;
06/01/2018;ЯндексДеньги;Ребенок;-535.94;RUB;-18.468;BYN;
06/01/2018;ЯндексДеньги;Подарки;-539;RUB;-18.573;BYN;
06/01/2018;ЯндексДеньги;To '.Наличные';-6 071.76;RUB;-209.232;BYN;
06/01/2018;.Наличные;From 'ЯндексДеньги';209.232;BYN;209.232;BYN;
06/01/2018;.Наличные;Депозиты;82;BYN;82;BYN;
08/01/2018;БГПб *4579;Техника;-14.87;USD;-30.483;BYN;Risers 3x
08/01/2018;ЯндексДеньги;Питание;-635.43;RUB;-21.896;BYN;
10/01/2018;ЯндексДеньги;Питание;-746.51;RUB;-25.724;BYN;
10/01/2018;БПС *6265;To '.Наличные';-300;BYN;-300;BYN;
10/01/2018;.Наличные;From 'БПС *6265';300;BYN;300;BYN;
10/01/2018;ЯндексДеньги;"Питание;Овощи Фрукты";-40.21;RUB;-1.385;BYN;
10/01/2018;ЯндексДеньги;Депозиты;3 849.17;RUB;132.642;BYN;
10/01/2018;ЯндексДеньги;"Питание;Мясо";-465.31;RUB;-16.034;BYN;
12/01/2018;ЯндексДеньги;Питание;-129.77;RUB;-4.471;BYN;
13/01/2018;ЯндексДеньги;Депозиты;33 810.03;RUB;1 165.093;BYN;
13/01/2018;БГПбVisa*9727;"Коммунальные;Связь";-7;BYN;-7;BYN;
13/01/2018;БГПбVisa*9727;Коммунальные;-46.95;BYN;-46.95;BYN;
13/01/2018;БГПбVisa*9727;Коммунальные;-1.54;BYN;-1.54;BYN;
14/01/2018;ЯндексДеньги;Развлечения;-169;RUB;-5.823;BYN;
14/01/2018;ЯндексДеньги;Техника;-169;RUB;-5.823;BYN;
14/01/2018;БГПбVisa*9727;To 'БГПб *4579';-10;BYN;-10;BYN;
14/01/2018;БГПб *4579;From 'БГПбVisa*9727';4.962;USD;10;BYN;
14/01/2018;ЯндексДеньги;Питание;-459.55;RUB;-15.836;BYN;
14/01/2018;ЯндексДеньги;To '.Наличные';-5 961.33;RUB;-200.002;BYN;
14/01/2018;.Наличные;From 'ЯндексДеньги';200.002;BYN;200.002;BYN;
15/01/2018;ЯндексДеньги;To '.Наличные';-35 932.42;RUB;-1 199.999;BYN;
15/01/2018;.Наличные;From 'ЯндексДеньги';1 199.999;BYN;1 199.999;BYN;
15/01/2018;ЯндексДеньги;Питание;-141.22;RUB;-4.716;BYN;
15/01/2018;ЯндексДеньги;Питание;-459.55;RUB;-15.347;BYN;
16/01/2018;ЯндексДеньги;Ребенок;-70.77;RUB;-2.363;BYN;
16/01/2018;ЯндексДеньги;Хоз расходы;-172.57;RUB;-5.763;BYN;
16/01/2018;ЯндексДеньги;Ребенок;-1 036.89;RUB;-34.627;BYN;
16/01/2018;ЯндексДеньги;Питание;-474.63;RUB;-15.85;BYN;
16/01/2018;ЯндексДеньги;Подарки;-408.67;RUB;-13.647;BYN;
16/01/2018;ЯндексДеньги;Подарки;-443.76;RUB;-14.819;BYN;
16/01/2018;ЯндексДеньги;Ребенок;-410.02;RUB;-13.693;BYN;
16/01/2018;.Наличные;"Питание;Мясо";-116.55;BYN;-116.55;BYN;
16/01/2018;.Наличные;Животные;-11.65;BYN;-11.65;BYN;
16/01/2018;.Наличные;Питание;-77.7;BYN;-77.7;BYN;
16/01/2018;.Наличные;Техника;-633;BYN;-633;BYN;Samsung A3
16/01/2018;БПС *6265;Хоз расходы;-74.9;BYN;-74.9;BYN;
17/01/2018;ЯндексДеньги;Питание;-137.46;RUB;-4.59;BYN;
18/01/2018;.Наличные;Ребенок;-56;BYN;-56;BYN;
18/01/2018;.Наличные;Личные;-7;BYN;-7;BYN;
19/01/2018;БПС *6265;Ребенок;-22;BYN;-22;BYN;
19/01/2018;ЯндексДеньги;"Питание;Овощи Фрукты";-23.58;RUB;-0.787;BYN;
19/01/2018;ЯндексДеньги;Питание;-95;RUB;-3.172;BYN;
20/01/2018;БПС *6265;Зарплата;285;BYN;285;BYN;
20/01/2018;ЯндексДеньги;Питание;-115.2;RUB;-3.847;BYN;
20/01/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
21/01/2018;.Наличные;Хоз расходы;-20.2;BYN;-20.2;BYN;
21/01/2018;.Наличные;Техника;-151;BYN;-151;BYN;Мат. плата AM3
21/01/2018;.Наличные;Техника;-275;BYN;-275;BYN;Fsp Hydro G 750
22/01/2018;ЯндексДеньги;"Питание;Мясо";-423.23;RUB;-14.134;BYN;
22/01/2018;ЯндексДеньги;"Питание;Мясо";-423.23;RUB;-14.134;BYN;
22/01/2018;БГПб *4579;To '.Наличные';-16.63;USD;-34.999;BYN;
22/01/2018;БГПбVisa*9727;To 'БГПб *4579';-34.66;BYN;-34.66;BYN;
22/01/2018;.Наличные;From 'БГПб *4579';34.999;BYN;34.999;BYN;
22/01/2018;БГПб *4579;From 'БГПбVisa*9727';17.44;USD;34.66;BYN;
22/01/2018;ЯндексДеньги;Питание;-78.29;RUB;-2.614;BYN;
23/01/2018;.Наличные;Транспорт;-57.35;BYN;-57.35;BYN;
23/01/2018;.Наличные;Техника;-630;BYN;-630;BYN;Asus 1060 3
23/01/2018;.Наличные;Техника;-26;BYN;-26;BYN;Sata-usb, hdmi
23/01/2018;.Наличные;Техника;-40;BYN;-40;BYN;2x AM3
24/01/2018;ЯндексДеньги;Питание;-675.76;RUB;-22.567;BYN;
25/01/2018;ЯндексДеньги;Питание;-769.78;RUB;-25.707;BYN;
25/01/2018;БГПб *4579;Ребенок;-2.4;USD;-5.051;BYN;
25/01/2018;БГПб *4579;DIY;-3.14;USD;-6.608;BYN;
26/01/2018;ЯндексДеньги;Питание;-789.22;RUB;-26.356;BYN;
26/01/2018;ЯндексДеньги;Здоровье;-95.08;RUB;-3.175;BYN;
26/01/2018;ЯндексДеньги;Питание;-41.71;RUB;-1.392;BYN;
27/01/2018;ЯндексДеньги;Питание;-518.29;RUB;-17.308;BYN;
27/01/2018;ЯндексДеньги;"Хоз расх;Гигиена";-984.67;RUB;-32.884;BYN;
27/01/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
27/01/2018;БГПб *4579;"Коммунальные;Связь";-3.57;USD;-7.513;BYN;
28/01/2018;БГПбVisa*9727;To 'БГПб *4579';-18;BYN;-18;BYN;
28/01/2018;БГПб *4579;From 'БГПбVisa*9727';9.09;USD;18;BYN;
29/01/2018;ЯндексДеньги;Питание;-54.69;RUB;-1.826;BYN;
29/01/2018;ЯндексДеньги;Питание;-121.06;RUB;-4.042;BYN;
30/01/2018;ЯндексДеньги;Питание;-539.69;RUB;-18.023;BYN;
31/01/2018;ЯндексДеньги;Животные;-264.01;RUB;-8.816;BYN;
31/01/2018;ЯндексДеньги;DIY;-209.46;RUB;-6.995;BYN;
31/01/2018;БГПбVisa*9727;Питание;-108;BYN;-108;BYN;
31/01/2018;БГПбVisa*9727;"Коммунальные;Связь";-15;BYN;-15;BYN;
01/02/2018;ЯндексДеньги;Питание;-111.69;RUB;-3.729;BYN;
01/02/2018;ЯндексДеньги;Животные;-81.48;RUB;-2.721;BYN;
01/02/2018;ЯндексДеньги;Питание;-28.46;RUB;-0.95;BYN;
02/02/2018;ЯндексДеньги;Питание;-290.82;RUB;-9.712;BYN;
03/02/2018;ЯндексДеньги;Питание;-127.73;RUB;-4.265;BYN;
03/02/2018;БПС *6265;Счета;-2.5;BYN;-2.5;BYN;
04/02/2018;ЯндексДеньги;Питание;-893.73;RUB;-29.847;BYN;
06/02/2018;БПС *6265;Зарплата;919.15;BYN;919.15;BYN;
07/02/2018;БГПбVisa*9727;Питание;-2.17;BYN;-2.17;BYN;
07/02/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-1.06;BYN;-1.06;BYN;
07/02/2018;БГПбVisa*9727;Счета;-123.05;BYN;-123.05;BYN;
07/02/2018;БПС *6265;"Коммунальные;Связь";-7;BYN;-7;BYN;
07/02/2018;БГПбVisa*9727;"Коммунальные;Связь";-2;BYN;-2;BYN;
07/02/2018;БПС *6265;To 'БГПбVisa*9727';-300;BYN;-300;BYN;
07/02/2018;БГПбVisa*9727;From 'БПС *6265';300;BYN;300;BYN;
07/02/2018;.Наличные;DIY;-19.02;BYN;-19.02;BYN;
08/02/2018;БПС *6265;Питание;-11.35;BYN;-11.35;BYN;
09/02/2018;ЯндексДеньги;Питание;-536;RUB;-17.9;BYN;
09/02/2018;БПС *6265;To '.Наличные';-160;BYN;-160;BYN;
09/02/2018;.Наличные;From 'БПС *6265';160;BYN;160;BYN;
09/02/2018;БПС *6265;"Питание;Мясо";-9.52;BYN;-9.52;BYN;
10/02/2018;БГПб *4579;DIY;-8.77;USD;-18.457;BYN;
10/02/2018;ЯндексДеньги;Питание;-643;RUB;-21.473;BYN;
12/02/2018;БПС *6265;Питание;-4.14;BYN;-4.14;BYN;
12/02/2018;БПС *6265;Питание;-9.81;BYN;-9.81;BYN;
13/02/2018;БГПбVisa*9727;Коммунальные;-46.4;BYN;-46.4;BYN;
13/02/2018;БГПбVisa*9727;Коммунальные;-1.64;BYN;-1.64;BYN;
13/02/2018;БГПбVisa*9727;"Коммунальные;Связь";-7;BYN;-7;BYN;
13/02/2018;БПС *6265;"Питание;Овощи Фрукты";-2.04;BYN;-2.04;BYN;
13/02/2018;БПС *6265;Питание;-0.75;BYN;-0.75;BYN;
13/02/2018;БПС *6265;"Питание;Овощи Фрукты";-1.52;BYN;-1.52;BYN;
14/02/2018;.Наличные;"Питание;Мясо";-26.24;BYN;-26.24;BYN;
15/02/2018;БПС *6265;"Питание;Мясо";-13.64;BYN;-13.64;BYN;
15/02/2018;БПС *6265;Питание;-0.96;BYN;-0.96;BYN;
15/02/2018;БПС *6265;"Питание;Овощи Фрукты";-3.69;BYN;-3.69;BYN;
17/02/2018;ЯндексДеньги;Питание;-510;RUB;-17.031;BYN;
19/02/2018;БПС *6265;Питание;-10.6;BYN;-10.6;BYN;
19/02/2018;БПС *6265;"Питание;Овощи Фрукты";-1.41;BYN;-1.41;BYN;
19/02/2018;БПС *6265;Питание;-2.69;BYN;-2.69;BYN;
20/02/2018;БГПбVisa*9727;"Коммунальные;Связь";-7;BYN;-7;BYN;
20/02/2018;ЯндексДеньги;"Питание;Рыба";-95.74;RUB;-3.197;BYN;
20/02/2018;БПС *6265;Зарплата;285;BYN;285;BYN;
21/02/2018;.Наличные;Питание;-26;BYN;-26;BYN;
21/02/2018;БГПбVisa*9727;Коммунальные;-45.84;BYN;-45.84;BYN;
22/02/2018;БПС *6265;"Питание;Овощи Фрукты";-1.09;BYN;-1.09;BYN;
23/02/2018;ЯндексДеньги;Питание;-1 380;RUB;-46.086;BYN;
23/02/2018;БПС *6265;Животные;-4.15;BYN;-4.15;BYN;
23/02/2018;БПС *6265;"Питание;Мясо";-3.19;BYN;-3.19;BYN;
23/02/2018;БПС *6265;Питание;-1.33;BYN;-1.33;BYN;
26/02/2018;.Наличные;Транспорт;-42.96;BYN;-42.96;BYN;
26/02/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.77;BYN;-7.77;BYN;
26/02/2018;БПС *6265;"Питание;Овощи Фрукты";-0.95;BYN;-0.95;BYN;
26/02/2018;БПС *6265;Питание;-3.09;BYN;-3.09;BYN;
26/02/2018;БПС *6265;Питание;-2.62;BYN;-2.62;BYN;
27/02/2018;ЯндексДеньги;Питание;-1 386;RUB;-46.286;BYN;
27/02/2018;.Наличные;Работа;-10;BYN;-10;BYN;
28/02/2018;БГПбVisa*9727;"Коммунальные;Связь";-15;BYN;-15;BYN;
28/02/2018;.Наличные;Питание;-11.34;BYN;-11.34;BYN;
28/02/2018;БПС *6265;"Питание;Овощи Фрукты";-5.26;BYN;-5.26;BYN;
01/03/2018;БГПбVisa*9727;"Коммунальные;Связь";-1;BYN;-1;BYN;
02/03/2018;.Наличные;Питание;-23.45;BYN;-23.45;BYN;
02/03/2018;.Наличные;"Питание;Овощи Фрукты";-7.48;BYN;-7.48;BYN;
05/03/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.77;BYN;-7.77;BYN;
05/03/2018;БГПбVisa*9727;To '.Наличные';-5;BYN;-5;BYN;
05/03/2018;.Наличные;From 'БГПбVisa*9727';5;BYN;5;BYN;
05/03/2018;БГПбVisa*9727;Питание;-3.78;BYN;-3.78;BYN;
06/03/2018;БПС *6265;Счета;-2.9;BYN;-2.9;BYN;
06/03/2018;БПС *6265;Зарплата;871.12;BYN;871.12;BYN;
07/03/2018;БПС *6265;To 'БГПбVisa*9727';-300;BYN;-300;BYN;
07/03/2018;БГПбVisa*9727;From 'БПС *6265';300;BYN;300;BYN;
07/03/2018;БПС *6265;Питание;-2.43;BYN;-2.43;BYN;
07/03/2018;БПС *6265;"Питание;Овощи Фрукты";-0.71;BYN;-0.71;BYN;
07/03/2018;БПС *6265;Счета;-123.05;BYN;-123.05;BYN;
07/03/2018;БПС *6265;To '.Наличные';-70;BYN;-70;BYN;
07/03/2018;.Наличные;From 'БПС *6265';70;BYN;70;BYN;
07/03/2018;.Наличные;Подарки;-30;BYN;-30;BYN;
07/03/2018;БПС *6265;Подарки;-15.78;BYN;-15.78;BYN;
07/03/2018;БПС *6265;Подарки;-43;BYN;-43;BYN;
07/03/2018;БПС *6265;Питание;-6.58;BYN;-6.58;BYN;
09/03/2018;.Наличные;"Питание;Мясо";-23.54;BYN;-23.54;BYN;
11/03/2018;БГПбVisa*9727;Питание;-11.12;BYN;-11.12;BYN;
11/03/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-4.92;BYN;-4.92;BYN;
11/03/2018;БГПбVisa*9727;To '.Наличные';-1.29;BYN;-1.29;BYN;
11/03/2018;.Наличные;From 'БГПбVisa*9727';1.29;BYN;1.29;BYN;
12/03/2018;БГПбVisa*9727;Питание;-9.34;BYN;-9.34;BYN;
12/03/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-2.74;BYN;-2.74;BYN;
12/03/2018;БГПбVisa*9727;"Питание;Мясо";-5.47;BYN;-5.47;BYN;
12/03/2018;БГПбVisa*9727;Животные;-1.4;BYN;-1.4;BYN;
12/03/2018;БГПбVisa*9727;"Питание;Рыба";-4.82;BYN;-4.82;BYN;
12/03/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.77;BYN;-7.77;BYN;
13/03/2018;БГПбVisa*9727;Коммунальные;-1.64;BYN;-1.64;BYN;
13/03/2018;БГПбVisa*9727;Коммунальные;-46.4;BYN;-46.4;BYN;
13/03/2018;БГПбVisa*9727;Питание;-2.99;BYN;-2.99;BYN;
13/03/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-1.39;BYN;-1.39;BYN;
13/03/2018;.Наличные;Личные;-7;BYN;-7;BYN;
14/03/2018;БГПбVisa*9727;DIY;-20.55;BYN;-20.55;BYN;
15/03/2018;.Наличные;"Питание;Мясо";-18.53;BYN;-18.53;BYN;
15/03/2018;.Наличные;Питание;-18;BYN;-18;BYN;
15/03/2018;БГПбVisa*9727;Питание;-3.68;BYN;-3.68;BYN;
19/03/2018;БГПбVisa*9727;Питание;-7.78;BYN;-7.78;BYN;
19/03/2018;БПС *6265;"Питание;Мясо";-15.46;BYN;-15.46;BYN;
19/03/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.77;BYN;-7.77;BYN;
20/03/2018;.Наличные;Питание;-23.36;BYN;-23.36;BYN;
20/03/2018;БГПбVisa*9727;Питание;-2.99;BYN;-2.99;BYN;
20/03/2018;БПС *6265;Зарплата;285;BYN;285;BYN;
20/03/2018;БПС *6265;To 'БГПбVisa*9727';-130;BYN;-130;BYN;
20/03/2018;БГПбVisa*9727;From 'БПС *6265';130;BYN;130;BYN;
20/03/2018;БПС *6265;To 'БГПбVisa*9727';-150;BYN;-150;BYN;
20/03/2018;БГПбVisa*9727;From 'БПС *6265';150;BYN;150;BYN;
22/03/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-0.58;BYN;-0.58;BYN;
22/03/2018;БГПб *4579;To '.Наличные';-19.34;USD;-40.703;BYN;
22/03/2018;БГПбVisa*9727;To 'БГПб *4579';-70;BYN;-70;BYN;
22/03/2018;.Наличные;From 'БГПб *4579';40.703;BYN;40.703;BYN;
22/03/2018;БГПб *4579;From 'БГПбVisa*9727';35.812;USD;70;BYN;
22/03/2018;БГПбVisa*9727;Питание;-33.46;BYN;-33.46;BYN;
23/03/2018;БГПбVisa*9727;To 'БГПб *4579';-2;BYN;-2;BYN;
23/03/2018;БГПб *4579;From 'БГПбVisa*9727';1.023;USD;2;BYN;
23/03/2018;БГПбVisa*9727;Электроэнергия;-50.15;BYN;-50.15;BYN;
23/03/2018;БГПбVisa*9727;Электроэнергия;-54.45;BYN;-54.45;BYN;
26/03/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
27/03/2018;ЯндексДеньги;"Коммунальные;Связь";-50;RUB;-1.669;BYN;
27/03/2018;БГПбVisa*9727;Питание;-4.49;BYN;-4.49;BYN;
27/03/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-1.31;BYN;-1.31;BYN;
27/03/2018;БГПбVisa*9727;Питание;-13.18;BYN;-13.18;BYN;
27/03/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-2.05;BYN;-2.05;BYN;
28/03/2018;БГПбVisa*9727;Питание;-0.75;BYN;-0.75;BYN;
28/03/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-1.74;BYN;-1.74;BYN;
29/03/2018;БГПбVisa*9727;Питание;-1.21;BYN;-1.21;BYN;
29/03/2018;БГПбVisa*9727;Питание;-15.36;BYN;-15.36;BYN;
30/03/2018;.Наличные;Транспорт;-44.97;BYN;-44.97;BYN;
31/03/2018;БГПбVisa*9727;"Коммунальные;Связь";-15.9;BYN;-15.9;BYN;
02/04/2018;БГПбVisa*9727;Питание;-3.62;BYN;-3.62;BYN;
02/04/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-1.99;BYN;-1.99;BYN;
02/04/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.77;BYN;-7.77;BYN;
03/04/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-3.56;BYN;-3.56;BYN;
04/04/2018;БГПбVisa*9727;To 'нал$';-40;BYN;-40;BYN;
04/04/2018;нал$;From 'БГПбVisa*9727';19.996;USD;40;BYN;
04/04/2018;БГПбVisa*9727;"Хоз расх;Гигиена";-1.39;BYN;-1.39;BYN;
04/04/2018;.Наличные;Питание;-2.9;BYN;-2.9;BYN;
04/04/2018;БГПбVisa*9727;Электроэнергия;-17.95;BYN;-17.95;BYN;
04/04/2018;БГПбVisa*9727;Хоз расходы;-12.67;BYN;-12.67;BYN;
04/04/2018;БГПбVisa*9727;Питание;-3.23;BYN;-3.23;BYN;
04/04/2018;БГПбVisa*9727;Хоз расходы;-1.95;BYN;-1.95;BYN;
06/04/2018;БПС *6265;Зарплата;795.57;BYN;795.57;BYN;
06/04/2018;БПС *6265;Счета;-2.9;BYN;-2.9;BYN;
06/04/2018;БГПбVisa*9727;Зарплата;795.57;BYN;795.57;BYN;
06/04/2018;БПС *6265;To '.Наличные';-100;BYN;-100;BYN;
06/04/2018;.Наличные;From 'БПС *6265';100;BYN;100;BYN;
06/04/2018;.Наличные;"Питание;Овощи Фрукты";-5;BYN;-5;BYN;
06/04/2018;БГПбVisa*9727;Питание;-21.43;BYN;-21.43;BYN;
06/04/2018;БГПбVisa*9727;"Питание;Мясо";-8.76;BYN;-8.76;BYN;
06/04/2018;БГПбVisa*9727;"Питание;Мясо";-18.7;BYN;-18.7;BYN;
09/04/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-0.78;BYN;-0.78;BYN;
09/04/2018;.Наличные;Питание;-1.23;BYN;-1.23;BYN;
09/04/2018;.Наличные;Ребенок;-3;BYN;-3;BYN;
10/04/2018;БГПбVisa*9727;Счета;-123.05;BYN;-123.05;BYN;
10/04/2018;БПС *6265;To 'БГПбVisa*9727';-500;BYN;-500;BYN;
10/04/2018;БГПбVisa*9727;From 'БПС *6265';500;BYN;500;BYN;
10/04/2018;БГПбVisa*9727;To 'БГПб *4579';-200;BYN;-200;BYN;
