date;account;category;amount;currency;converted amount;currency;description
05/07/2019;БПС *6265;To 'CshLt*6979';-757;BYN;-757;BYN;
05/07/2019;CshLt*6979;To '.Наличные';-150;BYN;-150;BYN;
05/07/2019;CshLt*6979;To 'БГПбVisa*9727';-76;BYN;-76;BYN;
05/07/2019;CshLt*6979;To 'БГПб *4579';-75;BYN;-75;BYN;
05/07/2019;CshLt*6979;From 'БПС *6265';757;BYN;757;BYN;
05/07/2019;.Наличные;From 'CshLt*6979';150;BYN;150;BYN;
05/07/2019;БГПбVisa*9727;From 'CshLt*6979';76;BYN;76;BYN;
05/07/2019;БГПб *4579;From 'CshLt*6979';36.999;USD;75;BYN;
06/07/2019;.Наличные;Подарки;-50;BYN;-50;BYN;Подарок Самире
06/07/2019;БГПБ Virtuon;DIY;-5.04;USD;-10.543;BYN;
06/07/2019;БГПБ Virtuon;DIY;-3.58;USD;-7.489;BYN;
06/07/2019;БГПБ Virtuon;Работа;-4.53;USD;-9.476;BYN;
06/07/2019;CshLt*6979;To 'БГПБ*4317';-75;BYN;-75;BYN;
06/07/2019;БГПБ*4317;From 'CshLt*6979';31.8;EUR;75;BYN;
06/07/2019;CshLt*6979;To 'БГПБ Virtuon';-75;BYN;-75;BYN;
06/07/2019;БГПБ Virtuon;From 'CshLt*6979';36.999;USD;75;BYN;
06/07/2019;.Наличные;"Питание;Овощи Фрукты";-9.8;BYN;-9.8;BYN;
08/07/2019;CshLt*6979;"Коммунальные;Связь";-8.5;BYN;-8.5;BYN;
08/07/2019;CshLt*6979;Питание;-4.48;BYN;-4.48;BYN;5.82
08/07/2019;CshLt*6979;"Питание;Овощи Фрукты";-1.34;BYN;-1.34;BYN;5.82
08/07/2019;БГПб *4579;To 'нал$';-400;USD;-836.8;BYN;
08/07/2019;нал$;From 'БГПб *4579';400;USD;836.8;BYN;
08/07/2019;CshLt*6979;Животные;-3.8;BYN;-3.8;BYN;28...
08/07/2019;CshLt*6979;Питание;-8.25;BYN;-8.25;BYN;28.03
08/07/2019;БГПбVisa*9727;"Питание;Мясо";-16;BYN;-16;BYN;
08/07/2019;.Наличные;Питание;-15.14;BYN;-15.14;BYN;19.41
09/07/2019;CshLt*6979;Питание;-14.97;BYN;-14.97;BYN;17.80
09/07/2019;.Наличные;"Питание;Овощи Фрукты";-9.9;BYN;-9.9;BYN;
09/07/2019;CshLt*6979;Питание;-3;BYN;-3;BYN;
09/07/2019;CshLt*6979;"Питание;Овощи Фрукты";-2.83;BYN;-2.83;BYN;17.80
09/07/2019;CshLt*6979;Счета;-123.05;BYN;-123.05;BYN;
10/07/2019;CshLt*6979;Коммунальные;-2.88;BYN;-2.88;BYN;Газ
10/07/2019;CshLt*6979;Питание;-2;BYN;-2;BYN;15.50
10/07/2019;CshLt*6979;Животные;-2.5;BYN;-2.5;BYN;15.50
10/07/2019;CshLt*6979;Техника;-9;BYN;-9;BYN;15.50
10/07/2019;CshLt*6979;Хоз расходы;-2;BYN;-2;BYN;15.50
11/07/2019;CshLt*6979;Питание;-15.37;BYN;-15.37;BYN;26.39
11/07/2019;CshLt*6979;"Питание;Мясо";-11.02;BYN;-11.02;BYN;26.39
12/07/2019;БГПБ*4317;To '€ Нал';-400;EUR;-932;BYN;
12/07/2019;€ Нал;From 'БГПБ*4317';400;EUR;932;BYN;
12/07/2019;CshLt*6979;Электроэнергия;-11.52;BYN;-11.52;BYN;
12/07/2019;CshLt*6979;Электроэнергия;-15.64;BYN;-15.64;BYN;
12/07/2019;CshLt*6979;Хоз расходы;-2.8;BYN;-2.8;BYN;
12/07/2019;CshLt*6979;Одежда;-49.98;BYN;-49.98;BYN;
14/07/2019;.Наличные;Питание;-33.48;BYN;-33.48;BYN;
14/07/2019;.Наличные;Животные;-7.52;BYN;-7.52;BYN;
15/07/2019;CshLt*6979;"Коммунальные;Связь";-8.5;BYN;-8.5;BYN;
15/07/2019;CshLt*6979;Хоз расходы;-3;BYN;-3;BYN;8
15/07/2019;CshLt*6979;Питание;-5;BYN;-5;BYN;
15/07/2019;CshLt*6979;Питание;-8.57;BYN;-8.57;BYN;19.35
15/07/2019;CshLt*6979;"Питание;Мясо";-6.98;BYN;-6.98;BYN;
15/07/2019;CshLt*6979;Животные;-3.8;BYN;-3.8;BYN;19.35
16/07/2019;CshLt*6979;Питание;-3;BYN;-3;BYN;
16/07/2019;CshLt*6979;"Коммунальные;Связь";-3;BYN;-3;BYN;
17/07/2019;CshLt*6979;Питание;-4.07;BYN;-4.07;BYN;4.84
17/07/2019;CshLt*6979;"Питание;Овощи Фрукты";-0.77;BYN;-0.77;BYN;4.84
19/07/2019;CshLt*6979;Коммунальные;-40.08;BYN;-40.08;BYN;
19/07/2019;БПС *6265;Зарплата;313;BYN;313;BYN;
19/07/2019;CshLt*6979;To 'БГПб *4579';-31;BYN;-31;BYN;
19/07/2019;БГПб *4579;From 'CshLt*6979';15.229;USD;31;BYN;
19/07/2019;CshLt*6979;To 'БГПБ*4317';-31;BYN;-31;BYN;
19/07/2019;БГПБ*4317;From 'CshLt*6979';13.144;EUR;31;BYN;
19/07/2019;CshLt*6979;Питание;-2.27;BYN;-2.27;BYN;
19/07/2019;CshLt*6979;Питание;-12.24;BYN;-12.24;BYN;
21/07/2019;CshLt*6979;Коммунальные;-0.93;BYN;-0.93;BYN;
21/07/2019;CshLt*6979;To 'БГПБ Virtuon';-31;BYN;-31;BYN;
21/07/2019;БГПБ Virtuon;From 'CshLt*6979';15.225;USD;31;BYN;
21/07/2019;БПС *6265;To 'CshLt*6979';-314;BYN;-314;BYN;
21/07/2019;CshLt*6979;From 'БПС *6265';314;BYN;314;BYN;
21/07/2019;БГПБ Virtuon;Техника;-16.56;USD;-34.643;BYN;SSD
21/07/2019;БГПБ Virtuon;Подарки;-9.58;USD;-20.041;BYN;Манекен
21/07/2019;БГПБ Virtuon;DIY;-3.71;USD;-7.761;BYN;Вентилятор
22/07/2019;.Наличные;Депозиты;26.66;BYN;26.66;BYN;21.34
22/07/2019;CshLt*6979;To '.Наличные';-30;BYN;-30;BYN;
22/07/2019;Товар;To '.Наличные';-21.34;BYN;-21.34;BYN;
22/07/2019;.Наличные;From 'CshLt*6979';30;BYN;30;BYN;
22/07/2019;.Наличные;From 'Товар';21.34;BYN;21.34;BYN;
22/07/2019;CshLt*6979;"Коммунальные;Связь";-8.5;BYN;-8.5;BYN;
22/07/2019;БГПБ Virtuon;Одежда;-5.6;USD;-11.715;BYN;Ремень
23/07/2019;CshLt*6979;Питание;-4.06;BYN;-4.06;BYN;15.01
23/07/2019;CshLt*6979;"Питание;Овощи Фрукты";-1.23;BYN;-1.23;BYN;15.01
23/07/2019;CshLt*6979;Животные;-1.99;BYN;-1.99;BYN;15.01
23/07/2019;CshLt*6979;"Питание;Мясо";-7.73;BYN;-7.73;BYN;15.01
23/07/2019;CshLt*6979;Лицензии;-1;BYN;-1;BYN;
24/07/2019;CshLt*6979;Питание;-7.1;BYN;-7.1;BYN;14.34
24/07/2019;CshLt*6979;"Питание;Овощи Фрукты";-1.3;BYN;-1.3;BYN;14.34
24/07/2019;CshLt*6979;"Питание;Мясо";-3.49;BYN;-3.49;BYN;
24/07/2019;CshLt*6979;Животные;-2.45;BYN;-2.45;BYN;
25/07/2019;БГПб *4579;To 'БГПБ Virtuon';-11;USD;-23.012;BYN;
25/07/2019;БГПБ Virtuon;From 'БГПб *4579';11;USD;23.012;BYN;
25/07/2019;CshLt*6979;Питание;-5.66;BYN;-5.66;BYN;
25/07/2019;CshLt*6979;Хоз расходы;-7.29;BYN;-7.29;BYN;
25/07/2019;CshLt*6979;Питание;-6.43;BYN;-6.43;BYN;
26/07/2019;CshLt*6979;Питание;-5.02;BYN;-5.02;BYN;
26/07/2019;CshLt*6979;"Коммунальные;Связь";-3;BYN;-3;BYN;
26/07/2019;БГПБ Virtuon;To 'Товар';-13.62;USD;-27.703;BYN;ТонометрАкк
26/07/2019;Товар;From 'БГПБ Virtuon';27.703;BYN;27.703;BYN;ТонометрАкк
28/07/2019;БГПБ*4317;To 'БГПБ Virtuon';-8.83;EUR;-20.573;BYN;
28/07/2019;БГПБ Virtuon;From 'БГПБ*4317';9.765;USD;20.573;BYN;
28/07/2019;БГПБ Virtuon;Ребенок;-4.73;USD;-9.62;BYN;Моторы коптер
28/07/2019;БГПб *4579;To 'БГПБ Virtuon';-15.7;USD;-31.933;BYN;
28/07/2019;БГПБ Virtuon;From 'БГПб *4579';15.7;USD;31.933;BYN;
28/07/2019;БГПБ Virtuon;Ребенок;-6.99;USD;-14.217;BYN;Батареи коптер
28/07/2019;БГПБ Virtuon;To 'Товар';-13.99;USD;-28.455;BYN;ТонометрАкк
28/07/2019;Товар;From 'БГПБ Virtuon';28.455;BYN;28.455;BYN;ТонометрАкк
29/07/2019;CshLt*6979;Питание;-15.63;BYN;-15.63;BYN;
29/07/2019;CshLt*6979;Питание;-5.66;BYN;-5.66;BYN;15.63
29/07/2019;CshLt*6979;"Питание;Мясо";-9.97;BYN;-9.97;BYN;15.63
29/07/2019;CshLt*6979;"Коммунальные;Связь";-8.5;BYN;-8.5;BYN;
30/07/2019;CshLt*6979;Питание;-3;BYN;-3;BYN;5
30/07/2019;CshLt*6979;Хоз расходы;-2;BYN;-2;BYN;5
30/07/2019;.Наличные;"Питание;Овощи Фрукты";-6.8;BYN;-6.8;BYN;
31/07/2019;.Наличные;Транспорт;-48.32;BYN;-48.32;BYN;
31/07/2019;CshLt*6979;Питание;-14.46;BYN;-14.46;BYN;
31/07/2019;CshLt*6979;Депозиты;2.96;BYN;2.96;BYN;
31/07/2019;CshLt*6979;"Коммунальные;Связь";-19.9;BYN;-19.9;BYN;
02/08/2019;CshLt*6979;Ремонт;-3.82;BYN;-3.82;BYN;
05/08/2019;.Наличные;Питание;-4.37;BYN;-4.37;BYN;
05/08/2019;CshLt*6979;Питание;-3;BYN;-3;BYN;
05/08/2019;БГПб *4579;"Коммунальные;Связь";-4.13;USD;-8.4;BYN;
06/08/2019;БПС *6265;Зарплата;959.39;BYN;959.39;BYN;
06/08/2019;БПС *6265;To 'CshLt*6979';-955;BYN;-955;BYN;
06/08/2019;CshLt*6979;From 'БПС *6265';955;BYN;955;BYN;
06/08/2019;CshLt*6979;To 'БГПб *4579';-103.5;BYN;-103.5;BYN;
06/08/2019;БГПб *4579;From 'CshLt*6979';50.291;USD;103.5;BYN;
06/08/2019;CshLt*6979;To 'БГПБ*4317';-95;BYN;-95;BYN;
06/08/2019;БГПБ*4317;From 'CshLt*6979';41.214;EUR;95;BYN;
06/08/2019;CshLt*6979;To '.Наличные';-190;BYN;-190;BYN;
06/08/2019;.Наличные;From 'CshLt*6979';190;BYN;190;BYN;
06/08/2019;CshLt*6979;To 'БГПбVisa*9727';-48;BYN;-48;BYN;
06/08/2019;БГПбVisa*9727;From 'CshLt*6979';48;BYN;48;BYN;
07/08/2019;CshLt*6979;Депозиты;2.29;BYN;2.29;BYN;
07/08/2019;CshLt*6979;"Питание;Мясо";-12.05;BYN;-12.05;BYN;18.57
07/08/2019;CshLt*6979;Животные;-2.29;BYN;-2.29;BYN;18.57
07/08/2019;CshLt*6979;Счета;-123.05;BYN;-123.05;BYN;
07/08/2019;CshLt*6979;Питание;-1.98;BYN;-1.98;BYN;18.57
08/08/2019;CshLt*6979;Ребенок;-3.58;BYN;-3.58;BYN;27.42
08/08/2019;CshLt*6979;Питание;-3.33;BYN;-3.33;BYN;27.42
08/08/2019;CshLt*6979;"Питание;Мясо";-20.51;BYN;-20.51;BYN;27.42
09/08/2019;БГПБ Virtuon;DIY;-2.99;USD;-6.081;BYN;
09/08/2019;CshLt*6979;"Питание;Мясо";-8.14;BYN;-8.14;BYN;18.44
09/08/2019;CshLt*6979;Животные;-4.18;BYN;-4.18;BYN;18.44
09/08/2019;CshLt*6979;Питание;-6.12;BYN;-6.12;BYN;18.44
09/08/2019;CshLt*6979;Здоровье;-15.99;BYN;-15.99;BYN;
09/08/2019;CshLt*6979;Питание;-2;BYN;-2;BYN;11.58
09/08/2019;CshLt*6979;Ребенок;-9.58;BYN;-9.58;BYN;11.58
09/08/2019;CshLt*6979;Хоз расходы;-0.22;BYN;-0.22;BYN;
10/08/2019;CshLt*6979;Питание;-10.78;BYN;-10.78;BYN;
10/08/2019;CshLt*6979;Коммунальные;-2.88;BYN;-2.88;BYN;
11/08/2019;CshLt*6979;Питание;-6.08;BYN;-6.08;BYN;
12/08/2019;.Наличные;"Питание;Овощи Фрукты";-1.8;BYN;-1.8;BYN;
12/08/2019;CshLt*6979;"Коммунальные;Связь";-8.5;BYN;-8.5;BYN;
12/08/2019;CshLt*6979;Питание;-5.5;BYN;-5.5;BYN;
12/08/2019;.Наличные;To '€ Нал';-20;BYN;-20;BYN;
12/08/2019;€ Нал;From '.Наличные';10;EUR;20;BYN;
13/08/2019;CshLt*6979;Питание;-4.5;BYN;-4.5;BYN;18.50
13/08/2019;CshLt*6979;Хоз расходы;-6;BYN;-6;BYN;18.50
13/08/2019;CshLt*6979;DIY;-6;BYN;-6;BYN;18.50
13/08/2019;CshLt*6979;Ребенок;-2;BYN;-2;BYN;18.50
13/08/2019;CshLt*6979;Питание;-13.3;BYN;-13.3;BYN;17.74
13/08/2019;CshLt*6979;"Питание;Овощи Фрукты";-4.44;BYN;-4.44;BYN;17.74
14/08/2019;.Наличные;"Питание;Мясо";-3.9;BYN;-3.9;BYN;
14/08/2019;CshLt*6979;"Питание;Мясо";-6.8;BYN;-6.8;BYN;
14/08/2019;CshLt*6979;Питание;-2.49;BYN;-2.49;BYN;8.29
15/08/2019;CshLt*6979;Питание;-3;BYN;-3;BYN;6.50
15/08/2019;CshLt*6979;Хоз расходы;-2.5;BYN;-2.5;BYN;6.50
15/08/2019;CshLt*6979;Ребенок;-1;BYN;-1;BYN;6.50
15/08/2019;.Наличные;"Питание;Овощи Фрукты";-3.53;BYN;-3.53;BYN;
15/08/2019;CshLt*6979;Питание;-4.97;BYN;-4.97;BYN;14.89
15/08/2019;CshLt*6979;"Питание;Мясо";-4.83;BYN;-4.83;BYN;14.89
15/08/2019;CshLt*6979;"Питание;Овощи Фрукты";-5.09;BYN;-5.09;BYN;14.89
18/08/2019;CshLt*6979;Хоз расходы;-7.2;BYN;-7.2;BYN;
18/08/2019;.Наличные;Одежда;-80;BYN;-80;BYN;
18/08/2019;CshLt*6979;Одежда;-40;BYN;-40;BYN;
18/08/2019;CshLt*6979;Одежда;-17.51;BYN;-17.51;BYN;
18/08/2019;CshLt*6979;Одежда;-16.19;BYN;-16.19;BYN;
19/08/2019;БГПБ Virtuon;Работа;-2.95;USD;-6;BYN;V.M.O
19/08/2019;БГПБ Virtuon;DIY;-18.5;USD;-37.629;BYN;
19/08/2019;CshLt*6979;"Коммунальные;Связь";-8.5;BYN;-8.5;BYN;
19/08/2019;БГПб *4579;To 'БГПБ Virtuon';-27;USD;-54.918;BYN;
19/08/2019;БГПБ Virtuon;From 'БГПб *4579';27;USD;54.918;BYN;
19/08/2019;БГПБ Virtuon;DIY;-4.24;USD;-8.624;BYN;Esp8622
19/08/2019;БГПБ Virtuon;DIY;-0.9;USD;-1.83;BYN;
19/08/2019;CshLt*6979;Хоз расходы;-14.13;BYN;-14.13;BYN;
19/08/2019;CshLt*6979;Питание;-18.83;BYN;-18.83;BYN;
20/08/2019;CshLt*6979;Питание;-3;BYN;-3;BYN;9.50
20/08/2019;CshLt*6979;Хоз расходы;-6.5;BYN;-6.5;BYN;
20/08/2019;БПС *6265;Зарплата;313;BYN;313;BYN;
20/08/2019;CshLt*6979;To 'БГПб *4579';-31;BYN;-31;BYN;
20/08/2019;БГПб *4579;From 'CshLt*6979';15.004;USD;31;BYN;
20/08/2019;CshLt*6979;To 'БГПбVisa*9727';-16;BYN;-16;BYN;
20/08/2019;БГПбVisa*9727;From 'CshLt*6979';16;BYN;16;BYN;
20/08/2019;БПС *6265;To 'CshLt*6979';-314;BYN;-314;BYN;
20/08/2019;CshLt*6979;From 'БПС *6265';314;BYN;314;BYN;
20/08/2019;CshLt*6979;To 'БГПБ*4317';-31;BYN;-31;BYN;
20/08/2019;БГПБ*4317;From 'CshLt*6979';13.537;EUR;31;BYN;
20/08/2019;CshLt*6979;Коммунальные;-0.93;BYN;-0.93;BYN;Домофон
20/08/2019;CshLt*6979;Коммунальные;-30.34;BYN;-30.34;BYN;
20/08/2019;CshLt*6979;"Коммунальные;Связь";-5;BYN;-5;BYN;
20/08/2019;CshLt*6979;Электроэнергия;-8.68;BYN;-8.68;BYN;
20/08/2019;CshLt*6979;Электроэнергия;-9.43;BYN;-9.43;BYN;
21/08/2019;CshLt*6979;Питание;-3.72;BYN;-3.72;BYN;7.82
21/08/2019;CshLt*6979;Хоз расходы;-4.1;BYN;-4.1;BYN;7.82
21/08/2019;CshLt*6979;Питание;-12.24;BYN;-12.24;BYN;
21/08/2019;CshLt*6979;To '.Наличные';-60;BYN;-60;BYN;
21/08/2019;.Наличные;From 'CshLt*6979';60;BYN;60;BYN;
21/08/2019;БГПбVisa*9727;To '.Наличные';-51;BYN;-51;BYN;
21/08/2019;.Наличные;From 'БГПбVisa*9727';51;BYN;51;BYN;
23/08/2019;CshLt*6979;Питание;-1.98;BYN;-1.98;BYN;
23/08/2019;CshLt*6979;Питание;-4.32;BYN;-4.32;BYN;8.82
23/08/2019;CshLt*6979;Ребенок;-2;BYN;-2;BYN;8.82
23/08/2019;CshLt*6979;DIY;-2.5;BYN;-2.5;BYN;8.82
24/08/2019;CshLt*6979;Питание;-9.25;BYN;-9.25;BYN;
26/08/2019;.Наличные;Питание;-2;BYN;-2;BYN;
26/08/2019;CshLt*6979;Питание;-20.91;BYN;-20.91;BYN;30.43
26/08/2019;CshLt*6979;"Питание;Овощи Фрукты";-9.52;BYN;-9.52;BYN;30.43
26/08/2019;CshLt*6979;"Коммунальные;Связь";-8.5;BYN;-8.5;BYN;
27/08/2019;CshLt*6979;Питание;-18.85;BYN;-18.85;BYN;
27/08/2019;.Наличные;DIY;-12.5;BYN;-12.5;BYN;
27/08/2019;CshLt*6979;Питание;-3;BYN;-3;BYN;
27/08/2019;CshLt*6979;Питание;-4.35;BYN;-4.35;BYN;5.92
27/08/2019;CshLt*6979;"Питание;Овощи Фрукты";-1.57;BYN;-1.57;BYN;5.92
29/08/2019;CshLt*6979;Питание;-12.16;BYN;-12.16;BYN;14.65
29/08/2019;CshLt*6979;Животные;-2.49;BYN;-2.49;BYN;14.65
30/08/2019;CshLt*6979;Депозиты;3.34;BYN;3.34;BYN;
30/08/2019;БГПбVisa*9727;To 'CshLt*6979';-12;BYN;-12;BYN;
30/08/2019;CshLt*6979;From 'БГПбVisa*9727';12;BYN;12;BYN;
30/08/2019;CshLt*6979;Приработок;18.6;BYN;18.6;BYN;
30/08/2019;БГПб *4579;To 'БГПБ Virtuon';-15;USD;-30.51;BYN;
30/08/2019;БГПБ Virtuon;From 'БГПб *4579';15;USD;30.51;BYN;
31/08/2019;.Наличные;Транспорт;-56.74;BYN;-56.74;BYN;
31/08/2019;CshLt*6979;"Коммунальные;Связь";-19.9;BYN;-19.9;BYN;
02/09/2019;БГПб *4579;To 'БГПБ Virtuon';-13;USD;-26.442;BYN;
02/09/2019;БГПБ Virtuon;From 'БГПб *4579';13;USD;26.442;BYN;
02/09/2019;БГПБ Virtuon;DIY;-12.92;USD;-26.279;BYN;
03/09/2019;БПС *6265;Счета;-2.9;BYN;-2.9;BYN;
03/09/2019;.Наличные;Питание;-10.36;BYN;-10.36;BYN;13.61
03/09/2019;.Наличные;"Питание;Овощи Фрукты";-2.17;BYN;-2.17;BYN;13.61
03/09/2019;.Наличные;Ребенок;-1.08;BYN;-1.08;BYN;13.61
06/09/2019;БПС *6265;Зарплата;939;BYN;939;BYN;
06/09/2019;БПС *6265;To 'CshLt*6979';-933;BYN;-933;BYN;
06/09/2019;CshLt*6979;From 'БПС *6265';933;BYN;933;BYN;
06/09/2019;CshLt*6979;To 'БГПб *4579';-70;BYN;-70;BYN;
06/09/2019;БГПб *4579;From 'CshLt*6979';33.117;USD;70;BYN;
06/09/2019;CshLt*6979;To 'БГПБ*4317';-95;BYN;-95;BYN;
06/09/2019;БГПБ*4317;From 'CshLt*6979';40.737;EUR;95;BYN;
06/09/2019;CshLt*6979;To '.Наличные';-185;BYN;-185;BYN;
06/09/2019;.Наличные;From 'CshLt*6979';185;BYN;185;BYN;
06/09/2019;CshLt*6979;To 'БГПБ Virtuon';-12;BYN;-12;BYN;
06/09/2019;БГПБ Virtuon;From 'CshLt*6979';5.677;USD;12;BYN;
06/09/2019;.Наличные;"Питание;Овощи Фрукты";-7.75;BYN;-7.75;BYN;
06/09/2019;.Наличные;Питание;-4.12;BYN;-4.12;BYN;
07/09/2019;БГПБ Virtuon;Депозиты;5.88;USD;11.959;BYN;
07/09/2019;.Наличные;To 'БГПб *4579';-25;BYN;-25;BYN;
07/09/2019;БГПб *4579;From '.Наличные';11.84;USD;25;BYN;
08/09/2019;.Наличные;Питание;-52.35;BYN;-52.35;BYN;
08/09/2019;.Наличные;Животные;-7.65;BYN;-7.65;BYN;Наполнитель
09/09/2019;CshLt*6979;"Коммунальные;Связь";-8.5;BYN;-8.5;BYN;
09/09/2019;CshLt*6979;Питание;-4;BYN;-4;BYN;20
09/09/2019;CshLt*6979;Хоз расходы;-14;BYN;-14;BYN;20
09/09/2019;CshLt*6979;Ребенок;-2;BYN;-2;BYN;20
10/09/2019;CshLt*6979;Коммунальные;-2.88;BYN;-2.88;BYN;
10/09/2019;CshLt*6979;Счета;-123.05;BYN;-123.05;BYN;
10/09/2019;CshLt*6979;"Питание;Мясо";-22.44;BYN;-22.44;BYN;22.44
11/09/2019;CshLt*6979;Питание;-2.43;BYN;-2.43;BYN;5.98
11/09/2019;CshLt*6979;Работа;-1.5;BYN;-1.5;BYN;5.98
11/09/2019;CshLt*6979;"Питание;Овощи Фрукты";-1.5;BYN;-1.5;BYN;5.98
11/09/2019;CshLt*6979;Ребенок;-0.55;BYN;-0.55;BYN;5.98
11/09/2019;CshLt*6979;Питание;-8.55;BYN;-8.55;BYN;14.41
11/09/2019;CshLt*6979;"Питание;Овощи Фрукты";-5.86;BYN;-5.86;BYN;14.41
13/09/2019;CshLt*6979;Питание;-3;BYN;-3;BYN;17
13/09/2019;CshLt*6979;Ремонт;-12;BYN;-12;BYN;17
13/09/2019;CshLt*6979;DIY;-2;BYN;-2;BYN;17
14/09/2019;БГПБ Virtuon;Техника;-5.26;USD;-10.698;BYN;
15/09/2019;CshLt*6979;Коммунальные;-39.39;BYN;-39.39;BYN;
15/09/2019;CshLt*6979;Электроэнергия;-20.95;BYN;-20.95;BYN;
15/09/2019;CshLt*6979;Коммунальные;-0.93;BYN;-0.93;BYN;
16/09/2019;CshLt*6979;"Коммунальные;Связь";-8.5;BYN;-8.5;BYN;
16/09/2019;CshLt*6979;Ремонт;-23.98;BYN;-23.98;BYN;
17/09/2019;БГПБ Virtuon;To '.Наличные';-15.57;USD;-31.669;BYN;
17/09/2019;.Наличные;From 'БГПБ Virtuon';31.669;BYN;31.669;BYN;
17/09/2019;CshLt*6979;"Питание;Овощи Фрукты";-1.24;BYN;-1.24;BYN;
17/09/2019;CshLt*6979;Питание;-4.32;BYN;-4.32;BYN;
17/09/2019;.Наличные;"Хоз расх;Гигиена";-40;BYN;-40;BYN;
19/09/2019;CshLt*6979;Депозиты;1.78;BYN;1.78;BYN;
19/09/2019;CshLt*6979;Питание;-4;BYN;-4;BYN;7.5
19/09/2019;CshLt*6979;Питание;-7.31;BYN;-7.31;BYN;
19/09/2019;CshLt*6979;Хоз расходы;-3;BYN;-3;BYN;7.5
20/09/2019;.Наличные;Техника;-15;BYN;-15;BYN;
20/09/2019;БПС *6265;Зарплата;313;BYN;313;BYN;
20/09/2019;БПС *6265;To 'CshLt*6979';-313;BYN;-313;BYN;
20/09/2019;CshLt*6979;From 'БПС *6265';313;BYN;313;BYN;
20/09/2019;CshLt*6979;To 'БГПб *4579';-32;BYN;-32;BYN;
20/09/2019;БГПб *4579;From 'CshLt*6979';15.586;USD;32;BYN;
20/09/2019;CshLt*6979;To 'БГПБ*4317';-32;BYN;-32;BYN;
20/09/2019;БГПБ*4317;From 'CshLt*6979';14.128;EUR;32;BYN;
20/09/2019;CshLt*6979;To 'БГПБ Virtuon';-32;BYN;-32;BYN;
20/09/2019;БГПБ Virtuon;From 'CshLt*6979';15.586;USD;32;BYN;
20/09/2019;CshLt*6979;To 'БГПбVisa*9727';-32;BYN;-32;BYN;
20/09/2019;БГПбVisa*9727;From 'CshLt*6979';32;BYN;32;BYN;
20/09/2019;CshLt*6979;Одежда;-50;BYN;-50;BYN;
21/09/2019;БГПБ Virtuon;Ребенок;-5.65;USD;-11.492;BYN;
21/09/2019;БГПБ Virtuon;DIY;-9.01;USD;-18.326;BYN;
23/09/2019;CshLt*6979;"Коммунальные;Связь";-8.5;BYN;-8.5;BYN;
23/09/2019;CshLt*6979;"Коммунальные;Связь";-6.33;BYN;-6.33;BYN;
23/09/2019;CshLt*6979;Питание;-4.32;BYN;-4.32;BYN;6.32
23/09/2019;CshLt*6979;To '.Наличные';-55;BYN;-55;BYN;
23/09/2019;.Наличные;From 'CshLt*6979';55;BYN;55;BYN;
23/09/2019;CshLt*6979;Хоз расходы;-2;BYN;-2;BYN;6.32
23/09/2019;CshLt*6979;Животные;-4.58;BYN;-4.58;BYN;22.74
23/09/2019;CshLt*6979;"Питание;Мясо";-18.16;BYN;-18.16;BYN;22.74
24/09/2019;БГПБ Virtuon;Техника;-25.28;USD;-51.419;BYN;Часы гигротермометры
24/09/2019;БГПб *4579;To 'БГПБ Virtuon';-30;USD;-61.02;BYN;
24/09/2019;БГПБ Virtuon;From 'БГПб *4579';30;USD;61.02;BYN;
24/09/2019;CshLt*6979;"Коммунальные;Связь";-0.26;BYN;-0.26;BYN;
24/09/2019;CshLt*6979;DIY;-46;BYN;-46;BYN;
26/09/2019;БГПБ Virtuon;To 'Товар';-4.68;USD;-9.519;BYN;Sonoff basic
26/09/2019;Товар;From 'БГПБ Virtuon';9.519;BYN;9.519;BYN;Sonoff basic
27/09/2019;CshLt*6979;Питание;-1.54;BYN;-1.54;BYN;2.44
27/09/2019;CshLt*6979;"Питание;Овощи Фрукты";-0.9;BYN;-0.9;BYN;2.44
27/09/2019;CshLt*6979;To '.Наличные';-20;BYN;-20;BYN;
27/09/2019;.Наличные;From 'CshLt*6979';20;BYN;20;BYN;
29/09/2019;CshLt*6979;"Коммунальные;Связь";-13;BYN;-13;BYN;
30/09/2019;.Наличные;Транспорт;-54.69;BYN;-54.69;BYN;
30/09/2019;CshLt*6979;Питание;-3.1;BYN;-3.1;BYN;
30/09/2019;CshLt*6979;Питание;-4;BYN;-4;BYN;8.50
30/09/2019;CshLt*6979;Хоз расходы;-4.5;BYN;-4.5;BYN;8.50
30/09/2019;CshLt*6979;Питание;-7.2;BYN;-7.2;BYN;
30/09/2019;CshLt*6979;"Коммунальные;Связь";-8.5;BYN;-8.5;BYN;
30/09/2019;CshLt*6979;"Коммунальные;Связь";-19.9;BYN;-19.9;BYN;
01/10/2019;CshLt*6979;Питание;-2;BYN;-2;BYN;8.20
01/10/2019;CshLt*6979;Хоз расходы;-6.2;BYN;-6.2;BYN;8.20
01/10/2019;CshLt*6979;Животные;-4.18;BYN;-4.18;BYN;
02/10/2019;CshLt*6979;Питание;-5.46;BYN;-5.46;BYN;
02/10/2019;CshLt*6979;Питание;-6.68;BYN;-6.68;BYN;
03/10/2019;CshLt*6979;"Питание;Овощи Фрукты";-0.92;BYN;-0.92;BYN;
03/10/2019;CshLt*6979;Питание;-20.98;BYN;-20.98;BYN;Торты
